id;socle;partie;titres;chapitres;numero_article_isole;texte_integral;texte_simplifie;affichage_article;mots_cles
383;SOCLE ASSISTANT MATERNEL;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 2  Rupture du contrat de travail;CHAPITRE III Sommes allouées au salarié à la fin du contrat de travail;123-2;"Article 123-2 Indemnité compensatrice de congés payés en cas d'accueil de l'enfant quarante-six semaines ou moins
En cas d'accueil de l'enfant quarante-six (46) semaines ou moins, le particulier employeur doit verser à l'assistant maternel une indemnité compensatrice pour les congés payés acquis, non rémunérés à la date de la rupture du contrat de travail. Pour déterminer l'indemnité compensatrice de congés payés, le particulier employeur applique la méthode du maintien de salaire ou la méthode du dixième, selon les dispositions prévues à l'article 48-1-1-5 du socle commun de la présente convention collective.";;Article 123-2 Indemnité compensatrice de congés payés en cas d'accueil de l'enfant quarante-six semaines ou moins;cas, congés, contrat, dispositions, employeur, indemnité, particulier, rupture, salaire, travail
384;SOCLE ASSISTANT MATERNEL;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 2  Rupture du contrat de travail;CHAPITRE III Sommes allouées au salarié à la fin du contrat de travail;124;"Article 124  Autres sommes versées : régularisation des salaires en cas d'accueil de l'enfant quarante-six semaines ou moins
En cas d'accueil de l'enfant quarante-six (46) semaines ou moins, le particulier employeur procède à la régularisation définitive du salaire en fin de contrat.
Cette régularisation effectuée à la date de fin du contrat de travail tient compte des conditions prévues au contrat de travail et des régularisations prévisionnelles réalisées chaque année à la date anniversaire du contrat.
À la fin du contrat de travail, il est procédé à une liquidation et une compensation des régularisations annuelles et prévisionnelles, au crédit et au débit de l'assistant maternel.
La régularisation définitive du salaire à la fin du contrat de travail peut donner lieu à un remboursement financier soumis à contributions et cotisations sociales, au profit de l'assistant maternel.";"Pour un accueil ≤ 46 semaines/an, l’employeur fait une régularisation finale du salaire à la fin du contrat.

Elle compare :

les régularisations annuelles déjà faites (à chaque anniversaire du contrat),
et les conditions réelles du contrat.

Si l’assistante maternelle a trop ou pas assez perçu, un ajustement est fait (remboursement ou complément), soumis à cotisations sociales.";Article 124  Autres sommes versées : régularisation des salaires en cas d'accueil de l'enfant quarante-six semaines ou moins;cas, contrat, employeur, particulier, salaire, travail
385;SOCLE ASSISTANT MATERNEL;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 2  Rupture du contrat de travail;CHAPITRE IV Documents remis au salarié à la fin du contrat de travail;125;"Article 125  Documents remis au salarié à la fin du contrat de travail
Les dispositions du présent chapitre sont prévues à l'article 69 du socle commun de la présente convention collective.";;Article 125  Documents remis au salarié à la fin du contrat de travail;contrat, dispositions, salarié, travail
386;SOCLE ASSISTANT MATERNEL;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 2  Rupture du contrat de travail;CHAPITRE V Restitution du logement par le salarié à la fin du contrat de travail;126;"Article 126  Restitution du logement par le salarié à la fin du contrat de travail
Les dispositions du présent chapitre ne sont pas applicables aux salariés relevant du socle spécifique
"" assistant maternel "".";;Article 126  Restitution du logement par le salarié à la fin du contrat de travail;contrat, dispositions, salarié, travail
387;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE I Embauche et contrat de travail;127;"Article 127  Formation du contrat de travail
Les dispositions relatives à la formation du contrat de travail sont prévues à l'article 40 du socle commun de la présente convention collective.";;Article 127  Formation du contrat de travail;contrat, dispositions, formation, travail
388;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE I Embauche et contrat de travail;128;Article 128  Forme, objet et nature du contrat de travail;articles 128 -1 -2 et -3;Article 128  Forme, objet et nature du contrat de travail;contrat, nature, travail
389;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE I Embauche et contrat de travail;128-1;"Article 128-1 Forme du contrat de travail
Les dispositions du présent article complètent les dispositions de même objet prévues dans le socle commun, sauf cas spécifiques exposés aux articles 128-1-1 à 128-1-3 du présent socle spécifique.
Le contrat de travail est conclu au plus tard le jour de la date d'effet de l'embauche. Les parties peuvent faire précéder le contrat de travail d'une lettre d'engagement.
La lettre d'engagement traduit l'intention des parties de conclure un contrat de travail. Si la lettre d'engagement comprend les éléments obligatoires visés à l'article 41-1 du socle commun de la présente convention collective, les parties peuvent conclure un contrat de travail au plus tard le dernier jour de la période d'essai.
Toutefois, si la lettre d'engagement n'est pas suivie de la signature d'un contrat de travail, elle est assimilée à celui-ci, dès lors qu'elle contient les éléments obligatoires du contrat de travail, prévus à l'article 41-1 du socle commun de la présente convention collective ainsi qu'au présent article.
En plus des éléments visés à l'article 41-1 du socle commun de la présente convention collective, le contrat de travail prévoit l'organisation du travail et comprend les éléments suivants :
la nature de l'emploi occupé par le salarié, conformément à la grille de classification prévue à l'annexe n∞ 7 de la présente convention collective, et les missions s'y rattachant ;
les absences du particulier employeur prévues à l'article 142 du présent socle spécifique, le cas échéant.";"Le contrat de travail doit être signé au plus tard le premier jour de travail. Une lettre d’engagement peut être signée avant, pour montrer l’intention de travailler ensemble.
Si cette lettre contient tous les éléments obligatoires (article 41-1), elle peut remplacer le contrat si celui-ci n’est pas signé avant la fin de la période d’essai.
Le contrat doit préciser :

La nature de l’emploi (selon la grille de classification, annexe 7) et les missions du salarié.
Les absences prévues de l’employeur (article 142), si nécessaire.";Article 128-1 Forme du contrat de travail;absences, cas, contrat, dispositions, employeur, missions, nature, particulier, salarié, travail
390;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE I Embauche et contrat de travail;128-1-1;"Article 128-1-1 Cas spécifique du contrat de travail oral du salarié déclaré auprès du Centre national du CESU
Le particulier employeur et le salarié déclaré auprès du CESU peuvent convenir d'un contrat de travail oral, dans le respect des conditions expressément prévues par les dispositions légales et réglementaires en vigueur.
Le contrat de travail oral vaut contrat de travail écrit. Les parties sont tenues de respecter les obligations mises à leur charge lors de la formation, l'exécution et la rupture du contrat de travail prévues par le socle commun et le présent socle spécifique.";"À la date de rédaction du document, l’article L. 1271-5 du code du travail autorise, pour l’employeur et le salarié qui
utilisent le chèque emploi-service universel, le recours au contrat oral pour les emplois dont la durée de travail
n’excède pas huit heures ( 8 heures) par semaine ou ne dépasse pas quatre semaines consécutives dans l’année.";Article 128-1-1 Cas spécifique du contrat de travail oral du salarié déclaré auprès du Centre national du CESU;cas, contrat, dispositions, employeur, formation, particulier, rupture, salarié, travail
391;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE I Embauche et contrat de travail;128-1-2;"Article 128-1-2 Cas du salarié embauché dans le cadre de la garde partagée
La garde partagée relève des emplois-repères du domaine d'activités "" Enfant "" décrits par la grille de classification prévue à l'annexe n∞ 7 de la présente convention collective.
La garde partagée est définie comme un mode de garde consistant à assurer simultanément la garde des enfants de deux familles au domicile de l'une et/ou de l'autre famille selon les modalités définies aux contrats de travail.
Dans le cadre de la garde partagée, les activités liées aux enfants et à leurs besoins sont prioritaires afin de faire vivre ensemble et en harmonie des enfants de familles différentes.
Ce mode de garde est fondé sur l'entente et la concertation des particuliers employeurs à organiser la garde partagée et à la confier au même salarié.
Les particuliers employeurs s'engagent à se transmettre mutuellement toute information nécessaire à la garde partagée et à exprimer leurs besoins spécifiques. Leurs besoins spécifiques ne doivent pas être contradictoires.
Malgré l'organisation conjointe de la garde partagée, chaque particulier employeur est tenu de conclure individuellement un contrat de travail écrit avec le salarié. Chaque contrat de travail caractérise une relation de travail et demeure juridiquement distinct de l'autre.
L'interdépendance des contrats de travail dans l'organisation conjointe de la garde partagée amène les particuliers employeurs à prévoir dans chaque contrat de travail, une clause identique précisant l'organisation en lien avec l'autre particulier employeur.";La garde partagée, c'est quand une personne garde les enfants de deux familles en même temps, chez l'une ou l'autre. Les familles doivent s'entendre sur l'organisation. La priorité est toujours le bien-être et les activités des enfants.;Article 128-1-2 Cas du salarié embauché dans le cadre de la garde partagée;cas, contrat, domicile, employeur, liées, particulier, salarié, travail
392;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE I Embauche et contrat de travail;128-1-3;"Article 128-1-3 Cas du jeune travailleur âgé de seize à dix-huit ans
Le contrat de travail conclu avec un jeune travailleur ‚gé de seize (16) à dix-huit (18) ans est signé par ce dernier s'il dispose de l'autorisation écrite de son représentant légal. Cette condition ne s'applique pas aux mineurs émancipés.";;Article 128-1-3 Cas du jeune travailleur âgé de seize à dix-huit ans;cas, contrat, travail
393;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE I Embauche et contrat de travail;128-2;"Article 128-2 Objet du contrat de travail
Les dispositions relatives à l'objet du contrat de travail sont prévues à l'article 41-2 du socle commun de la présente convention collective.";;Article 128-2 Objet du contrat de travail;contrat, dispositions, travail
394;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE I Embauche et contrat de travail;128-3;"Article 128-3 Nature du contrat de travail
Les dispositions relatives à la nature du contrat de travail sont prévues à l'article 41-3 du socle commun de la présente convention collective.";;Article 128-3 Nature du contrat de travail;contrat, dispositions, nature, travail
395;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE I Embauche et contrat de travail;129;"Article 129  Formalités liées à l'embauche
Les dispositions du présent article complètent celles de même objet, prévues dans le socle commun de la présente convention collective.";;Article 129  Formalités liées à l'embauche;dispositions, liées
396;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE I Embauche et contrat de travail;129-1;"Article 129-1 Immatriculation du particulier employeur
Les dispositions relatives à l'immatriculation du particulier employeur sont prévues à l'article 42-1 du socle commun de la présente convention collective.";;Article 129-1 Immatriculation du particulier employeur;dispositions, employeur, particulier
397;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE I Embauche et contrat de travail;129-2;"Article 129-2 Déclaration de l'emploi du salarié
Les dispositions relatives à la déclaration de l'emploi du salarié sont prévues à l'article 42-2 du socle commun de la présente convention collective.";;Article 129-2 Déclaration de l'emploi du salarié;dispositions, salarié
398;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE I Embauche et contrat de travail;129-3;Article 129-3 Autres formalités;articles 1239-3-1 et -2;Article 129-3 Autres formalités;
399;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE I Embauche et contrat de travail;129-3-1;"Article 129-3-1 Autres formalités liées à l'embauche d'un jeune travailleur ‚gé de seize à dix-huit ans
Le particulier employeur doit vérifier que le salarié est en ‚ge de travailler.
Le particulier employeur s'engage à ne pas confier au salarié ‚gé de seize (16) à dix-huit (18) ans un travail excédant ses forces ou susceptible de porter préjudice à sa sécurité, sa santé ou sa moralité.";;Article 129-3-1 Autres formalités liées à l'embauche d'un jeune travailleur ‚gé de seize à dix-huit ans;employeur, liées, particulier, salarié, travail
400;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE I Embauche et contrat de travail;129-3-2;"Article 129-3-2 Autres formalités liées à la conduite d'un véhicule
Si le salarié est amené à utiliser son véhicule pour la réalisation de ses activités professionnelles, le particulier employeur s'assure qu'il est titulaire du permis de conduire et d'une attestation d'assurance en cours de validité.
À cet effet, le salarié fournit annuellement une copie des documents justificatifs permettant au particulier employeur de procéder aux vérifications énoncées précédemment et informe le particulier employeur de toute modification affectant son permis de conduire, la carte grise et la police d'assurance de son véhicule.
Si le salarié est amené à utiliser le véhicule du particulier employeur pour la réalisation de ses activités professionnelles, le particulier employeur informe au préalable sa compagnie d'assurance et vérifie que le salarié est titulaire d'un permis de conduire.
À cet effet, le particulier employeur met à la disposition du salarié le justificatif de l'assurance du véhicule en cours de validité et la carte grise.
Le salarié informe le particulier employeur de toute modification affectant son permis de conduire.";Si le salarié utilise sa voiture pour le travail, l'employeur doit vérifier qu'il a bien le permis de conduire et une assurance spéciale. Le salarié doit prouver chaque année qu'il est toujours assuré pour transporter les enfants ou faire les courses.;Article 129-3-2 Autres formalités liées à la conduite d'un véhicule;employeur, liées, particulier, salarié
401;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE I Embauche et contrat de travail;130;"Article 130  Médecine du travail
Les dispositions relatives à la médecine du travail sont prévues à l'article 43 du socle commun de la présente convention collective.";;Article 130  Médecine du travail;dispositions, travail
402;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE I Embauche et contrat de travail;131;Article 131  Période d'essai;articles 131-1 et 131-2;Article 131  Période d'essai;
403;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE I Embauche et contrat de travail;131-1;"Article 131-1 Contrat à durée indéterminée (1)
Les dispositions du présent article complètent les dispositions de même objet, prévues par le socle commun de la présente convention collective.
La période d'essai doit être expressément prévue par les parties dans le contrat de travail écrit et/ ou dans la lettre d'engagement.
La durée de la période d'essai initiale est fixée à un mois et pourra être renouvelée une fois, sous réserve que le salarié ait été averti préalablement, par écrit.
La durée de la période d'essai et son éventuel renouvellement sont prévus par écrit entre les parties.";La période d’essai (1 mois, renouvelable 1 fois) doit être écrite dans le contrat ou la lettre d’engagement, avec accord des deux parties.;Article 131-1 Contrat à durée indéterminée (1);contrat, dispositions, durée, salarié, travail
404;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE I Embauche et contrat de travail;131-2;"Article 131-2 Contrat à durée déterminée
Les dispositions relatives à la période d'essai du contrat à durée déterminée sont prévues à l'article 44-2 du socle commun de la présente convention collective.
(1) L'article 131-1 est étendu sous réserve du respect des articles L. 1221-25 et L. 1221-26 du code du travail, en matière de période d'essai.";Pour un contrat à durée déterminée, les règles de la période d’essai sont expliquées à l’article 44-2 du socle commun.;Article 131-2 Contrat à durée déterminée;contrat, dispositions, durée, déterminée, travail
405;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE II Durée du travail;132;"Article 132  Durée du travail régulière ( lorsque les parties déterminent une durée de travail hebdomadaire fixe ) et irrégulière
Dans le cadre d'une durée de travail irrégulière, le particulier employeur informe par écrit le salarié des horaires de travail et de leur répartition, dans le respect d'un délai de prévenance de cinq (5) jours calendaires. À cet effet, il peut être remis au salarié un planning, pour chaque cycle de travail. Le délai de prévenance ne s'applique pas dans des situations exceptionnelles imprévisibles et/ou en raison d'impératifs non constants s'imposant au particulier employeur et le salarié est en droit de refuser, s'il a reçu la demande au dernier moment et justifie de son indisponibilité auprès du particulier employeur. Dans ce cas, le refus du salarié ne peut pas constituer une cause de licenciement.";"Durée fixe : 		Horaires définis au contrat.
Durée irrégulière :
		Prévenance de 5 jours (planning écrit par cycle).
Exception : 	Urgences imprévisibles (le salarié peut refuser sans sanction s’il est indisponible).
		Dans ce cas le refus n'est pas un motif de licenciement.";Article 132  Durée du travail régulière ( lorsque les parties déterminent une durée de travail hebdomadaire fixe ) et irrégulière;cas, durée, employeur, particulier, salarié, travail
406;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE II Durée du travail;133;Article 133  Durée du travail conventionnelle;;Article 133  Durée du travail conventionnelle;durée, travail
407;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE II Durée du travail;133-1;"Article 133-1 Dispositions générales
À l'exception du jeune travailleur âgé de seize (16) à dix-huit (18) ans, la durée hebdomadaire conventionnelle de travail est de quarante (40) heures, quelle que soit la nature du contrat de travail.
Les parties sont libres de prévoir une durée de travail inférieure à quarante (40) heures hebdomadaires, ou supérieure à ce seuil dans le respect de la durée maximale de travail prévue à l'article 134 du présent socle spécifique.";"40h/semaine (sauf 16-18 ans).

Possible : Moins de 40h ou plus (dans la limite de l’article 134).";Article 133-1 Dispositions générales;contrat, dispositions, durée, heures, nature, travail
408;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE II Durée du travail;133-2;"Article 133-2 Dispositions spécifiques liées à la garde partagée
La durée hebdomadaire conventionnelle de travail s'applique à la garde partagée.
La durée du travail du salarié correspond au total des heures effectuées au domicile de l'une et/ou de l'autre particulier employeur, prévues au contrat de travail et ses éventuels avenants.
Dans le respect de la durée maximale de travail prévue à l'article 134 du présent socle spécifique et avec l'accord du salarié, les heures de garde effectuées au-delà de l'horaire contractuel commun aux deux particuliers employeurs peuvent être complétées par des heures de garde simple sollicitées à la demande d'un seul particulier employeur.";En garde partagée, la durée du travail est la somme des heures chez chaque employeur, selon le contrat. Avec l’accord du salarié, des heures supplémentaires (chez un seul employeur) peuvent s’ajouter, sans dépasser la durée maximale légale (article 134).;Article 133-2 Dispositions spécifiques liées à la garde partagée;contrat, dispositions, domicile, durée, employeur, heures, liées, particulier, salarié, travail
409;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE II Durée du travail;133-3;"Article 133-3 Dispositions spécifiques liées au jeune travailleur âgé de seize à dix-huit ans
La durée de travail hebdomadaire de travail du jeune travailleur âgé de seize (16) à dix-huit (18) ans ne peut pas excéder trente-cinq (35) heures.
En raison de l'‚âge du jeune travailleur âgé de seize (16) à dix-huit (18) ans, la durée minimale du repos quotidien ne peut pas être inférieure à douze (12) heures consécutives.";;Article 133-3 Dispositions spécifiques liées au jeune travailleur âgé de seize à dix-huit ans;dispositions, durée, heures, liées, travail
410;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE II Durée du travail;134;"Article 134  Durée maximale du travail
En cas de durée du travail régulière, la durée maximale de travail est fixée à une moyenne de quarante- huit (48) heures de travail effectif par semaine calculée sur une période de douze (12) semaines consécutives sans dépasser cinquante (50) heures au cours de la même semaine.
En cas de durée du travail irrégulière, cette durée est comprise entre zéro (0) heure et au maximum quarante-huit (48) heures de travail effectif par semaine.
En présence de plusieurs particuliers employeurs, le salarié s'assure que la durée maximale du travail par semaine est respectée et les alerte de tout risque de dépassement.";"Travail régulier : max. 48h/semaine en moyenne (sur 12 semaines), sans dépasser 50h/semaine.
Travail irrégulier : entre 0h et 48h/semaine.

Si le salarié travaille pour plusieurs employeurs, il doit vérifier que la limite de 48h/semaine est respectée et prévenir en cas de risque de dépassement.";Article 134  Durée maximale du travail;cas, durée, heures, salarié, travail
411;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE II Durée du travail;135;"Article 135  Heures de travail effectuées au-delà de l'horaire contractuel
Au sens de la présente convention collective, les heures de travail effectif excédant la durée de travail hebdomadaire prévue au contrat et ne dépassant pas la durée conventionnelle de quarante (40) heures par semaine, sont rémunérées au taux horaire prévu au contrat de travail et ses éventuels avenants.
En cas de garde partagée, les heures de travail effectuées au-delà de l'horaire contractuel à la demande écrite des ou d'un seul particulier(s) employeur(s) sont rémunérées, selon le mode de répartition convenu entre les particuliers employeurs et sont prises en compte dans le temps de travail effectif global.";"Les heures au-delà du contrat (sans dépasser 40h/semaine) sont payées au taux horaire normal.

En garde partagée, ces heures sont payées selon l’accord entre employeurs et comptent dans le temps de travail total.";Article 135  Heures de travail effectuées au-delà de l'horaire contractuel;cas, contrat, durée, heures, travail
412;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE II Durée du travail;136;"Article 136  Heures de travail supplémentaires
Les heures de travail supplémentaires sont celles effectuées au-delà de la durée de quarante (40) heures de travail effectif hebdomadaire.
Les heures supplémentaires se décomptent par semaine soit du lundi à zéro (0) heure au dimanche à vingt-quatre (24) heures.
En cas de durée de travail irrégulière, les heures supplémentaires sont celles effectuées au-delà d'une moyenne de quarante (40) heures de travail effectif hebdomadaire calculée sur huit (8) semaines consécutives.
En cas de garde partagée, si le total des heures de travail effectuées excède la durée hebdomadaire conventionnelle, la rémunération des heures supplémentaires et leur majoration prévue à l'article 147 du présent socle spécifique sont supportées par les particuliers employeurs, selon le mode de répartition convenu entre eux.";"Les heures supplémentaires sont celles au-delà de 40h/semaine (du lundi 0h au dimanche 24h).

Pour un travail irrégulier, elles se calculent sur une moyenne de 40h/semaine sur 8 semaines.

En garde partagée, si le total dépasse 40h, les employeurs paient ces heures (avec majoration, article 147) selon leur accord.";Article 136  Heures de travail supplémentaires;cas, durée, heures, rémunération, travail
413;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE II Durée du travail;137;Article 137  Heures de présence responsable de jour et heures de présence de nuit;;Article 137  Heures de présence responsable de jour et heures de présence de nuit;heures
414;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE II Durée du travail;137-1;"Article 137-1 Heures de présence responsable de jour
Le présent article est exclusivement applicable aux salariés relevant des emplois-repères du domaine
"" Adulte "" et du domaine "" Enfant "" définis à l'annexe n∞ 7 de la présente convention collective. Les heures de présence responsable de jour sont exclues dans le cadre de la garde partagée.
Les heures de présence responsable de jour sont celles durant lesquelles le salarié peut utiliser son temps pour lui-même tout en restant vigilant pour intervenir s'il y a lieu.
Une heure de présence responsable de jour équivaut aux deux-tiers (2/3) d'une heure de travail effectif.
Pour le calcul de la durée de travail effectif hebdomadaire, les heures de présence responsable de jour sont prises en compte après leur conversion en heures de travail effectif.
Le nombre d'heures de présence responsable de jour peut augmenter ou diminuer notamment en fonction de :
la composition de la famille ;
l'état de santé de la personne en situation de handicap ou en perte d'autonomie.
Les heures de présence responsable ne se présument pas et doivent être expressément prévues par écrit dans le contrat de travail ou dans la lettre d'engagement. Les modifications des heures de présence responsable de jour font l'objet d'un avenant au contrat de travail.
Les heures de présence responsable de jour sont requalifiées et rémunérées en heures de travail effectif, si le salarié est amené à intervenir de manière récurrente. Un avenant au contrat de travail doit alors être conclu entre les parties.";"Cet article concerne uniquement les salariés des domaines ""Adulte"" et ""Enfant"" (annexe 7). Les heures de présence responsable de jour (hors garde partagée) sont des périodes où le salarié peut vaquer à ses occupations, tout en restant disponible pour intervenir si nécessaire. Une heure de présence responsable compte comme 2/3 d’une heure de travail effectif pour le calcul de la durée hebdomadaire.
Le nombre de ces heures dépend :
	de la composition de la famille,
	de l’état de santé de la personne aidée (handicap, perte d’autonomie).
Elles doivent être écrites dans le contrat ou la lettre d’engagement. Toute modification nécessite un avenant.
Si le salarié doit intervenir souvent pendant ces heures, elles deviennent des heures de travail effectif (payées normalement), et un avenant est obligatoire.
.";Article 137-1 Heures de présence responsable de jour;contrat, durée, heures, salarié, travail
